name,list_id,country,entity_type,address,remarks
RT-METALLURGIYA OAO,18790,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Tax ID No. 7703697388; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: STATE CORPORATION ROSTEC."
RUSSIAN AGENCY FOR EXPORT CREDIT AND INVESTMENT INSURANCE OJSC,18272,,COMPANY,,"Website exiar.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 13 Oct 2011; Target Type Government Entity; Tax ID No. 7704792651 (Russia); Registration Number 1117746811566 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
RUSSIAN DIRECT INVESTMENT FUND MANAGEMENT COMPANY,18279,,COMPANY,,"Website rdif.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Public Registration Number 1117746429371; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
RUST CLOSED JOINT-STOCK COMPANY,18742,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027800513070 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
"SA'DAT, Ahmad",9713,,INDIVIDUAL,,PFLP.
"SALAMEH, Salem",9702,,INDIVIDUAL,,DOB 1951; HAMAS - Der al-Balah.
"SALEH, Jamal",9705,,INDIVIDUAL,,DOB 1958; POB Gaza; HAMAS - Gaza.
"SALEH, Mariam Mahmoud",9650,,INDIVIDUAL,,DOB 1952.
"SALHAB, Azzam",9669,,INDIVIDUAL,,DOB 1956; HAMAS - Hebron.
SB INTERNATIONAL SARL,18718,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID B161089 (Luxembourg); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
SB SECURITIES SA,18753,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Listing Date (EO 14024 Directive 2): 24 Feb 2022; Effective Date (EO 14024 Directive 2): 26 Mar 2022; Registration ID B171037 (Luxembourg); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
SBERBANK EUROPE AG,18716,,COMPANY,,"SWIFT/BIC SABRATWW; Website www.sberbank.at; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Listing Date (EO 14024 Directive 2): 24 Feb 2022; Effective Date (EO 14024 Directive 2): 26 Mar 2022; Tax ID No. ATU55795009 (Austria); Registration Number FN 161285 i (Austria); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
SBERBANK TECHNOLOGIES CLOSED JOINT STOCK COMPANY,18746,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1117746533926 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,30951,,COMPANY,,"Equity Ticker 688981 CN; alt. Equity Ticker 00981 HK; alt. Equity Ticker MKN1 DE; alt. Equity Ticker MKN2 DE; Issuer Name Semiconductor Manufacturing International Corporation; alt. Issuer Name Semiconductor Manufacturing International Corporation Limited; alt. Issuer Name Semiconductor Manufacturing International Corporation Co., Ltd; ISIN KYG8020E1199; alt. ISIN XS1432320429; alt. ISIN US81663N2062; alt. ISIN XS2101828452; alt. ISIN KYG8020E1017; alt. ISIN XS1730881247; alt. ISIN KYG802041031; alt. ISIN CNE1000041W8; alt. ISIN CND100022N41; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; a.k.a. 'SMIC'."
SENSETIME GROUP LIMITED,33114,,COMPANY,,Effective Date (CMIC) 08 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 10 Dec 2022; Listing Date (CMIC) 10 Dec 2021; C.R. No. 2162198 (Hong Kong).
SETELEM BANK LIMITED LIABILITY COMPANY,18710,,COMPANY,,"SWIFT/BIC CETBRUMM; Website www.cetelem.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Listing Date (EO 14024 Directive 2): 24 Feb 2022; Effective Date (EO 14024 Directive 2): 26 Mar 2022; Registration ID 1027739664260 (Russia); Tax ID No. 6452010742 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
"SG MSK, AO",19989,,COMPANY,,"Website http://sgmsk.ru/about/raskrytie-informacii/oao-sg-msk; Email Address root@oasopsk.kazan.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1021602843470 (Russia); Tax ID No. 1655006421 (Russia); Government Gazette Number 23333017 (Russia); For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: BM BANK JSC."
SHAANXI ZHONGTIAN ROCKET TECHNOLOGY COMPANY LIMITED,32131,,COMPANY,,"Equity Ticker 003009 CN; Issuer Name Shaanxi Zhongtian Rocket Technology Co., Ltd; ISIN CNE1000046W7; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91610000741252408P (China)."
"SHERVUD PREMER, OOO",20676,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027700226707; Tax ID No. 7716160907; Government Gazette Number 18470373; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"SHIHAB, Mohammed",9712,,INDIVIDUAL,,DOB 1956; HAMAS - Northern Gaza.
"SIAM, Saeed",9703,,INDIVIDUAL,,DOB 1959; HAMAS - Gaza.
SME BANK,18283,,COMPANY,,"SWIFT/BIC RUDVRUMM; Website mspbank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Public Registration Number 1027739108649; All offices worldwide; for more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
SO TVERNEFTEPRODUKT OOO,23570,,COMPANY,,"Website www.tvernefteproduct.ru; Email Address tnp@dep.tvcom.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1026900510647 (Russia); Tax ID No. 6905041501 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
SOVKHOZ CHERVISHEVSKI PAO,23566,,COMPANY,,"Email Address sovxoz@list.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027200789142 (Russia); Tax ID No. 7224019466 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK,17015,,COMPANY,,"SWIFT/BIC BFEARUMM; Website www.veb.ru; BIK (RU) 044525060; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 18 Aug 1922; Target Type State-Owned Enterprise; alt. Target Type Financial Institution; Tax ID No. 7750004150 (Russia); Government Gazette Number 00005061 (Russia); Registration Number 1077711000102 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; a.k.a. 'VEB'; a.k.a. 'BANK FOR DEVELOPMENT'."
STATE CORPORATION ROSTEC,17260,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 03 Dec 2007; Registration ID 1077799030847 (Russia); Tax ID No. 7704274402 (Russia); Government Gazette Number 94137372 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives."
"STEPNYANSKI ELEVATOR, OAO",20672,,COMPANY,,"Email Address step_el@inbox.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1022304243279; Tax ID No. 2340003980; Government Gazette Number 00940648; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK."
STRAKHOVOVE OBSHCHESTVO SURGUTNEFTEGAZ OOO,23571,,COMPANY,,"Website www.sngi.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1028600581811 (Russia); Tax ID No. 8602103061 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
SURGUTMEBEL OOO,23554,,COMPANY,,"Website http://surgutmebel.ru; Email Address realsbt@surgutneftegaz.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1028601679688 (Russia); Tax ID No. 8617013396 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
SURGUTNEFTEGAS,17145,,COMPANY,,"Website www.surgutneftegas.ru; Email Address secretary@surgutneftegas.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives."
SVIAZ-BANK,18285,,COMPANY,,"SWIFT/BIC SVIZRUMM; Website sviaz-bank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Public Registration Number 1027700159288; All offices worldwide; for more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
"SVYAZTRANSNEFT, AO",22388,,COMPANY,,"Website www.oilnet.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027739420961 (Russia); Tax ID No. 7723011906 (Russia); Government Gazette Number 00140058 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"SZ DJI TECHNOLOGY CO., LTD.",33111,,COMPANY,,Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021; Unified Social Credit Code (USCC) 914403007954257495 (China).
"TD AGROTORG, OOO",20621,,COMPANY,,"Email Address fednev@rshb.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1047796863916; Tax ID No. 7704537299; Government Gazette Number 75319328; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK."
"TERNEFTEGAZ, ZAO",20686,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1098911000473; Tax ID No. 8912002715; Government Gazette Number 71216169; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"THWEIB, Khaled Tafish",9686,,INDIVIDUAL,,DOB 1964; POB Bethlehem; HAMAS - Bethlehem.
TNK TRADING INTERNATIONAL S.A.,28603,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; V.A.T. Number CHE-267.936.404 (Switzerland); Business Registration Number CH-660.0.559.011-2 (Switzerland); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY."
"TRANSNEFT FINANS, OOO",22383,,COMPANY,,"Website transneftfinance.ru; Email Address sobolevmi@tnf.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1067746400622 (Russia); Tax ID No. 7736536770 (Russia); Government Gazette Number 94473510 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-DIASKAN, AO",22399,,COMPANY,,"Website www.diascan.ru; Email Address korotkovaa@ctd.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1025007389527 (Russia); Tax ID No. 5072703668 (Russia); Government Gazette Number 18024722 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-DRUZHBA, AO",22391,,COMPANY,,"Website www.druzhbamn.ru; Email Address androsovaeg@brn.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1023202736754 (Russia); Tax ID No. 3235002178 (Russia); Government Gazette Number 10453441 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-MEDIA, OOO",22384,,COMPANY,,"Website http://en.media.transneft.ru/; Email Address transpress.ttn@gmail.com; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027700276218 (Russia); Tax ID No. 7734019544 (Russia); Government Gazette Number 36559384 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-METROLOGIYA, AO",22401,,COMPANY,,"Website centermo.ru; Email Address chernyshovi@cmo.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1037739028491 (Russia); Tax ID No. 7723107453 (Russia); Government Gazette Number 42771562 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-OKHRANA, OOO",22397,,COMPANY,,"Email Address babaevii@tno.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1147746651898 (Russia); Tax ID No. 7728881149 (Russia); Government Gazette Number 16983393 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-PODVODSERVIS, AO",22398,,COMPANY,,"Email Address alexandrovan@vp.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1025201982520 (Russia); Tax ID No. 5250000820 (Russia); Government Gazette Number 04884421 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-PRIKAME, AO",22402,,COMPANY,,"Website www.szmn.ru; Email Address hanovat@kaz.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1021601763820 (Russia); Tax ID No. 1645000340 (Russia); Government Gazette Number 00139264 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-PRIVOLGA, AO",22385,,COMPANY,,"Website pmn.ru; Email Address ootorg@pmn.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1026301416371 (Russia); Tax ID No. 6317024749 (Russia); Government Gazette Number 00139117 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-SEVER, AO",22396,,COMPANY,,"Website www.severnyemn.ru; Email Address post@uht.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1021100730353 (Russia); Tax ID No. 1102016594 (Russia); Government Gazette Number 00139672 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; a.k.a. 'JSC 'SMN''; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-SIBIR, AO",22386,,COMPANY,,"Website http://sibnefteprovod.transneft.ru; Email Address beschastnyhav@ueso.tmn.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027200789220 (Russia); Tax ID No. 7201000726 (Russia); Government Gazette Number 00139229 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-TSENTRALNAYA SIBIR, AO",22395,,COMPANY,,"Website csib.tomsk.ru; Email Address bagamanovmn@tom.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027000867101 (Russia); Tax ID No. 7017004366 (Russia); Government Gazette Number 00139181 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFT-URAL, AO",22389,,COMPANY,,"Website www.usmn.ru; Email Address nekrasovaov@ufa.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1020203226230 (Russia); Tax ID No. 0278039018 (Russia); Government Gazette Number 00139608 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TRANSNEFTEPRODUKT, PAO",22390,,COMPANY,,"Email Address nurymbetovage@ak.aktnp.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027700054140 (Russia); Tax ID No. 7709027196 (Russia); Government Gazette Number 00044474 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TSUP VSTO, OOO",22394,,COMPANY,,"Website cupvsto.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1053801124519 (Russia); Tax ID No. 3801079270 (Russia); Government Gazette Number 77642401 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
"TUTAH, Mohammed Saleh",9694,,INDIVIDUAL,,DOB 1969; HAMAS - Jerusalem.
"UDWAN, Atef",9709,,INDIVIDUAL,,DOB 1952; HAMAS - Northern Gaza.
ULYANOVSKI GIPROAVIAPROM OAO,18818,,COMPANY,,"Website http://www.ulgap.ru; Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Tax ID No. 7328046337; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: STATE CORPORATION ROSTEC."
"UMANSKI ELEVATOR, OAO",20661,,COMPANY,,"Email Address umansk-el-yr@mail.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1022304292416; Tax ID No. 2341000195; Government Gazette Number 00940849; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK."
UNITED COMPANY OJSC,20001,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: BM BANK JSC."
UNITED INSTRUMENT MANUFACTURING CORPORATION,18787,,COMPANY,,"Website http://www.opkrt.ru; Email Address info@opkrt.ru; Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; a.k.a. 'UIMC'; Linked To: STATE CORPORATION ROSTEC."
URALMASHZAVOD OAO,20309,,COMPANY,,"Website www.uralmash.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1026605620689; Tax ID No. 6663005798; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
